CmdNumber,IsSubStep,ParentCmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,PointCount,NominalDurationSec,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
730,False,,2026-05-29 18:43:51.606,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1787.72,0.00,0,0.000,3818.52,20.43,0.00,20.43,,
731,False,,2026-05-29 18:43:55.455,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick48_initlocstick48_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3910.40,15.34,16,1.400,6012.34,30.53,0.00,30.53,,
732,False,,2026-05-29 18:44:05.169,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup59,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11515.14,19.16,51,4.916,13605.08,3702.16,0.00,3702.16,,
733,False,,2026-05-29 18:44:18.824,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,plannedj,finallocstick48,,1.00,1.00,"0.069447;0.713755;0.165000;0.000000;-3.141590;0.000000","",True,6358.95,100.47,26,2.400,8627.46,50.19,0.00,50.19,,
734,False,,2026-05-29 18:44:27.485,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,open_gripper,,,0.50,1.00,"","",True,2077.20,0.00,0,0.000,4099.43,33.33,0.00,33.33,,
735,False,,2026-05-29 18:44:31.613,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,lift,,,0.50,1.00,"","",True,3728.93,0.00,0,0.000,5750.30,28.57,0.00,28.57,,
736,False,,2026-05-29 18:44:37.382,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick48_robot1_finallocstick48_rpmanipulate_stick43_stick44_gripper1_layer10_layer11,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6158.25,35.81,25,2.398,8401.74,18.30,0.00,18.30,,
737,False,,2026-05-29 18:44:49.383,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup54,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,10948.63,18.98,50,4.858,13050.00,3599.38,0.00,3599.38,,
738,False,,2026-05-29 18:45:02.482,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,plannedl,initlocstick51,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3895.52,20.25,16,1.421,6040.65,49.35,0.00,49.35,,
739,False,,2026-05-29 18:45:08.548,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1733.83,0.00,0,0.000,3763.21,24.54,0.00,24.54,,
740,False,,2026-05-29 18:45:12.338,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick51_initlocstick51_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3914.38,17.40,16,1.401,5997.81,26.82,0.00,26.82,,
741,False,,2026-05-29 18:45:22.031,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup60,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11513.57,20.23,51,4.916,13608.92,3695.54,0.00,3695.54,,
742,False,,2026-05-29 18:45:35.681,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,plannedj,finallocstick51,,1.00,1.00,"0.343957;0.827461;0.183500;0.000000;-3.141590;0.000000","",True,7518.35,16.51,30,2.860,9600.57,41.17,0.00,41.17,,
743,False,,2026-05-29 18:45:45.301,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,open_gripper,,,0.50,1.00,"","",True,1934.45,0.00,0,0.000,3974.18,19.14,0.00,19.14,,
744,False,,2026-05-29 18:45:49.297,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,lift,,,0.50,1.00,"","",True,3711.87,0.00,0,0.000,5776.58,22.60,0.00,22.60,,
745,False,,2026-05-29 18:45:55.090,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick51_robot1_finallocstick51_rpmanipulate_stick47_stick46_gripper1_layer11_layer12,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7519.13,22.98,30,2.858,9624.36,16.30,0.00,16.30,,
746,False,,2026-05-29 18:46:08.202,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup55,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11326.73,20.66,50,4.860,13438.05,3487.14,0.00,3487.14,,
747,False,,2026-05-29 18:46:21.684,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,plannedl,initloccube11,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3881.37,16.22,16,1.421,5967.92,44.50,0.00,44.50,,
748,False,,2026-05-29 18:46:27.681,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1763.56,0.00,0,0.000,3827.23,28.29,0.00,28.29,,
749,False,,2026-05-29 18:46:31.534,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube11_initloccube11_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3837.89,17.28,16,1.400,6022.42,26.31,0.00,26.31,,
750,False,,2026-05-29 18:46:41.097,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup61,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11208.47,101.91,51,4.916,13783.24,3540.76,0.00,3540.76,,
751,False,,2026-05-29 18:46:54.932,MoveToLL,MoveToLL_moveToStackPos_StackML_cube11_stick46_robot1_gripper1_finalloccube11_rpmanipulate,plannedj,finalloccube11,,1.00,1.00,"0.281640;0.959256;0.183500;0.000000;-3.141590;0.000000","",True,6909.33,27.35,29,2.743,9286.27,51.65,0.00,51.65,,
752,False,,2026-05-29 18:47:04.247,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube11_stick46_robot1_gripper1_finalloccube11_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,2145.15,0.00,0,0.000,4236.44,28.24,0.00,28.24,,
753,False,,2026-05-29 18:47:08.510,LiftLL,LiftLL_liftAfterStack_StackML_cube11_stick46_robot1_gripper1_finalloccube11_rpmanipulate,lift,,,0.50,1.00,"","",True,3699.56,0.00,0,0.000,5747.22,26.97,0.00,26.97,,
754,False,,2026-05-29 18:47:14.282,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube11_stick46_robot1_gripper1_finalloccube11_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6655.26,146.05,29,2.740,9128.12,25.06,0.00,25.06,,
755,False,,2026-05-29 18:47:26.771,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup56,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11161.31,14.70,50,4.859,13435.39,3360.52,0.00,3360.52,,
756,False,,2026-05-29 18:47:40.271,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick52_initlocstick52_robot1_gripper1_rppickup,plannedl,initlocstick52,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4587.10,17.23,16,1.421,6668.13,64.70,0.00,64.70,,
757,False,,2026-05-29 18:47:46.970,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick52_initlocstick52_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1770.76,0.00,0,0.000,3787.51,30.82,0.00,30.82,,
758,False,,2026-05-29 18:47:50.778,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick52_initlocstick52_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3912.11,13.52,16,1.400,6034.97,20.57,0.00,20.57,,
759,False,,2026-05-29 18:48:00.596,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup62,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11392.26,18.65,51,4.916,13491.76,3782.35,0.00,3782.35,,
760,False,,2026-05-29 18:48:14.148,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick52_robot1_finallocstick52_rpmanipulate_stick47_stick48_gripper1_layer11_layer12,plannedj,finallocstick52,,1.00,1.00,"0.179154;0.668313;0.182500;0.000000;-3.141590;0.000000","",True,6481.20,70.73,28,2.605,9059.33,60.26,0.00,60.26,,
761,False,,2026-05-29 18:48:23.225,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick52_robot1_finallocstick52_rpmanipulate_stick47_stick48_gripper1_layer11_layer12,open_gripper,,,0.50,1.00,"","",True,1645.94,0.00,0,0.000,3684.51,17.76,0.00,17.76,,
762,False,,2026-05-29 18:48:26.941,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick52_robot1_finallocstick52_rpmanipulate_stick47_stick48_gripper1_layer11_layer12,lift,,,0.50,1.00,"","",True,3712.51,0.00,0,0.000,5743.81,31.46,0.00,31.46,,
763,False,,2026-05-29 18:48:32.707,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick52_robot1_finallocstick52_rpmanipulate_stick47_stick48_gripper1_layer11_layer12,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6622.02,28.76,28,2.602,8804.18,22.23,0.00,22.23,,
764,False,,2026-05-29 18:48:45.369,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup57,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11081.34,20.85,50,4.859,13176.24,3858.57,0.00,3858.57,,
765,False,,2026-05-29 18:48:58.587,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick50_initlocstick50_robot1_gripper1_rppickup,plannedl,initlocstick50,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3875.64,15.38,16,1.421,5984.28,41.26,0.00,41.26,,
766,False,,2026-05-29 18:49:04.599,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick50_initlocstick50_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1768.52,0.00,0,0.000,3862.38,28.21,0.00,28.21,,
767,False,,2026-05-29 18:49:08.483,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick50_initlocstick50_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3889.57,16.69,16,1.401,5987.17,20.89,0.00,20.89,,
768,False,,2026-05-29 18:49:18.193,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup63,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11319.76,66.58,51,4.916,13591.57,3723.50,0.00,3723.50,,
769,False,,2026-05-29 18:49:31.847,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick50_robot1_finallocstick50_rpmanipulate_cube10_stick45_gripper1_layer10_layer11,plannedj,finallocstick50,,1.00,1.00,"-0.231578;0.941635;0.165000;0.000000;-3.141590;0.000000","",True,5567.07,32.76,22,2.039,7843.52,61.78,0.00,61.78,,
770,False,,2026-05-29 18:49:39.709,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick50_robot1_finallocstick50_rpmanipulate_cube10_stick45_gripper1_layer10_layer11,open_gripper,,,0.50,1.00,"","",True,2083.80,0.00,0,0.000,4156.70,18.62,0.00,18.62,,
771,False,,2026-05-29 18:49:43.890,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick50_robot1_finallocstick50_rpmanipulate_cube10_stick45_gripper1_layer10_layer11,lift,,,0.50,1.00,"","",True,3637.44,0.00,0,0.000,5664.24,24.71,0.00,24.71,,
772,False,,2026-05-29 18:49:49.580,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick50_robot1_finallocstick50_rpmanipulate_cube10_stick45_gripper1_layer10_layer11,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5571.32,14.09,22,2.036,7652.34,25.80,0.00,25.80,,
773,False,,2026-05-29 18:50:00.852,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup58,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,10929.18,16.96,50,4.859,13010.69,3618.99,0.00,3618.99,,
774,False,,2026-05-29 18:50:13.901,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick49_initlocstick49_robot1_gripper1_rppickup,plannedl,initlocstick49,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3909.83,14.98,16,1.421,5984.26,38.98,0.00,38.98,,
775,False,,2026-05-29 18:50:19.909,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick49_initlocstick49_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1770.97,0.00,0,0.000,3839.41,23.85,0.00,23.85,,
776,False,,2026-05-29 18:50:23.775,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick49_initlocstick49_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3863.16,18.80,16,1.400,5958.07,26.31,0.00,26.31,,
777,False,,2026-05-29 18:50:33.523,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup64,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11288.50,41.59,51,4.916,13570.54,3789.71,0.00,3789.71,,
778,False,,2026-05-29 18:50:47.179,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick49_robot1_finallocstick49_rpmanipulate_stick44_stick45_gripper1_layer10_layer11,plannedj,finallocstick49,,1.00,1.00,"-0.029486;0.911587;0.165000;0.000000;-3.141590;0.000000","",True,6289.18,15.69,25,2.300,8365.72,85.40,0.00,85.40,,
779,False,,2026-05-29 18:50:55.576,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick49_robot1_finallocstick49_rpmanipulate_stick44_stick45_gripper1_layer10_layer11,open_gripper,,,0.50,1.00,"","",True,2253.27,0.00,0,0.000,4287.54,31.61,0.00,31.61,,
780,False,,2026-05-29 18:50:59.884,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick49_robot1_finallocstick49_rpmanipulate_stick44_stick45_gripper1_layer10_layer11,lift,,,0.50,1.00,"","",True,3687.20,0.00,0,0.000,5749.83,20.10,0.00,20.10,,
781,False,,2026-05-29 18:51:05.665,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick49_robot1_finallocstick49_rpmanipulate_stick44_stick45_gripper1_layer10_layer11,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6083.91,13.84,24,2.297,8195.71,31.11,0.00,31.11,,
782,False,,2026-05-29 18:51:17.571,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup59,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11071.12,13.58,50,4.859,13119.56,3711.00,0.00,3711.00,,
783,False,,2026-05-29 18:51:30.755,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube12_initloccube12_robot1_gripper1_rppickup,plannedl,initloccube12,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3884.39,14.83,16,1.421,6042.64,64.48,0.00,64.48,,
784,False,,2026-05-29 18:51:36.829,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube12_initloccube12_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1726.40,0.00,0,0.000,3764.42,31.19,0.00,31.19,,
785,False,,2026-05-29 18:51:40.627,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube12_initloccube12_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3939.33,15.33,16,1.400,6013.47,33.09,0.00,33.09,,
786,False,,2026-05-29 18:51:50.499,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup65,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11346.37,16.18,51,4.916,13434.46,3858.80,0.00,3858.80,,
787,False,,2026-05-29 18:52:03.995,MoveToLL,MoveToLL_moveToStackPos_StackML_cube12_stick50_robot1_gripper1_finalloccube12_rpmanipulate,plannedj,finalloccube12,,1.00,1.00,"-0.270423;0.904124;0.182500;0.000000;-3.141590;0.000000","",True,5703.82,13.02,21,1.967,7773.48,61.29,0.00,61.29,,
788,False,,2026-05-29 18:52:11.795,OpenGripperLL,OpenGripperLL_openGripper_StackML_cube12_stick50_robot1_gripper1_finalloccube12_rpmanipulate,open_gripper,,,0.50,1.00,"","",True,2130.84,0.00,0,0.000,4156.95,26.65,0.00,26.65,,
789,False,,2026-05-29 18:52:15.970,LiftLL,LiftLL_liftAfterStack_StackML_cube12_stick50_robot1_gripper1_finalloccube12_rpmanipulate,lift,,,0.50,1.00,"","",True,3719.79,0.00,0,0.000,5757.75,18.53,0.00,18.53,,
790,False,,2026-05-29 18:52:21.756,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube12_stick50_robot1_gripper1_finalloccube12_rpmanipulate,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,5385.89,13.78,21,1.964,7489.48,28.01,0.00,28.01,,
791,False,,2026-05-29 18:52:32.845,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup60,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11083.53,17.33,50,4.859,13197.94,3599.55,0.00,3599.55,,
792,False,,2026-05-29 18:52:46.099,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick53_initlocstick53_robot1_gripper1_rppickup,plannedl,initlocstick53,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,4430.79,42.81,16,1.421,6682.88,56.28,0.00,56.28,,
793,False,,2026-05-29 18:52:52.814,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick53_initlocstick53_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1779.16,0.00,0,0.000,3804.46,31.81,0.00,31.81,,
794,False,,2026-05-29 18:52:56.643,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick53_initlocstick53_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3838.27,72.25,16,1.400,6117.75,24.60,0.00,24.60,,
795,False,,2026-05-29 18:53:06.749,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup66,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11021.67,30.98,51,4.916,13359.00,3988.32,0.00,3988.32,,
796,False,,2026-05-29 18:53:20.172,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick53_robot1_finallocstick53_rpmanipulate_stick49_stick48_gripper1_layer11_layer12,plannedj,finallocstick53,,1.00,1.00,"0.015957;0.801880;0.182500;0.000000;-3.141590;0.000000","",True,6143.70,69.63,25,2.334,8479.72,64.14,0.00,64.14,,
797,False,,2026-05-29 18:53:28.670,OpenGripperLL,OpenGripperLL_openGripper_StackOnTwoML_stick53_robot1_finallocstick53_rpmanipulate_stick49_stick48_gripper1_layer11_layer12,open_gripper,,,0.50,1.00,"","",True,2237.54,0.00,0,0.000,4263.37,17.87,0.00,17.87,,
798,False,,2026-05-29 18:53:32.966,LiftLL,LiftLL_liftAfterStack_StackOnTwoML_stick53_robot1_finallocstick53_rpmanipulate_stick49_stick48_gripper1_layer11_layer12,lift,,,0.50,1.00,"","",True,3772.53,0.00,0,0.000,5801.35,32.75,0.00,32.75,,
799,False,,2026-05-29 18:53:38.799,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick53_robot1_finallocstick53_rpmanipulate_stick49_stick48_gripper1_layer11_layer12,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,6093.58,17.62,25,2.331,8256.03,31.16,0.00,31.16,,
800,False,,2026-05-29 18:53:50.595,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup61,plannedj,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,11101.75,15.83,50,4.859,13222.27,3540.21,0.00,3540.21,,
801,False,,2026-05-29 18:54:03.857,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick54_initlocstick54_robot1_gripper1_rppickup,plannedl,initlocstick54,,1.00,1.00,"0.599380;-0.283000;-0.009000;0.000000;-3.141590;0.000000","",True,3875.28,16.93,16,1.421,5940.14,39.78,0.00,39.78,,
802,False,,2026-05-29 18:54:09.816,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick54_initlocstick54_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1837.72,0.00,0,0.000,3881.40,19.47,0.00,19.47,,
803,False,,2026-05-29 18:54:13.727,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick54_initlocstick54_robot1_gripper1_rppickup,plannedl,rppickup,,1.00,1.00,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;-1.707900",True,3862.58,16.45,16,1.400,5954.51,28.96,0.00,28.96,,
804,False,,2026-05-29 18:54:23.874,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup67,plannedj,rpmanipulate,,1.00,1.00,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11034.66,14.94,51,4.916,13130.77,4193.11,0.00,4193.11,,
805,False,,2026-05-29 18:54:37.067,MoveToLL,MoveToLL_moveToStackPos_StackOnTwoML_stick54_robot1_finallocstick54_rpmanipulate_stick50_stick49_gripper1_layer11_layer12,plannedj,finallocstick54,,1.00,1.00,"-0.148846;0.961028;0.182500;0.000000;-3.141590;0.000000","",True,6000.95,34.60,23,2.155,8105.78,62.12,0.00,62.12,,
